ЖУРНАЛ ЭКСПЕРИМЕНТОВ ЛАБОРАТОРИИ, 2025 г.
Записи ведут дежурные исследователи; каждый запуск получает номер run-N.

2025-01-09 | run-101 | MLP-3x256 | cifar10-subset | SGD+momentum, lr=0.1, batch=128, epochs=30 | val accuracy 0.8802 | loss на валидации немного шумит после 15-й эпохи.
2025-08-13 | run-569 | MLP-3x256 | tabular-credit | AdamW, lr=3e-4, batch=128, epochs=50 | val accuracy 0.9138 | валидация стабильна между эпохами, переобучения не видно.
2025-08-13 | run-570 | ResNet-18 | cifar10-subset | AdamW, lr=0.05, batch=64, epochs=50 | val accuracy 0.8633 | время эпохи в норме, узел gpu-07.
2025-08-13 | run-571 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=0.05, batch=128, epochs=20 | val accuracy 0.8669 | ранняя остановка сработала раньше лимита эпох.
2025-08-14 | run-572 | LightGBM | digits-aug | AdamW, learning_rate=0.1, batch=256, epochs=20 | val accuracy 0.9339 | без замечаний, кривые обучения ровные.
2025-08-14 | run-573 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=256, epochs=20 | val accuracy 0.8558 | время эпохи в норме, узел gpu-07.
2025-08-15 | run-574 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8544 | повторить с другим сидом для оценки разброса.
2025-08-15 | run-575 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=128, epochs=20 | val accuracy 0.9249 | ранняя остановка сработала раньше лимита эпох.
2025-08-15 | run-576 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=128, epochs=50 | val accuracy 0.8924 | loss на валидации немного шумит после 15-й эпохи.
2025-08-18 | run-577 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=256, epochs=20 | val accuracy 0.837 | валидация стабильна между эпохами, переобучения не видно.
2025-08-18 | run-578 | ViT-S/16 | tabular-credit | AdamW, lr=5e-4, batch=256, epochs=50 | val accuracy 0.8188 | повторить с другим сидом для оценки разброса.
2025-08-19 | run-579 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=3e-4, batch=64, epochs=50 | val accuracy 0.8073 | результат в пределах разброса предыдущих запусков.
2025-08-19 | run-580 | LightGBM | cifar10-subset | AdamW, learning_rate=0.1, batch=128, epochs=50 | val accuracy 0.8439 | валидация стабильна между эпохами, переобучения не видно.
2025-08-19 | run-581 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=1e-3, batch=256, epochs=20 | val accuracy 0.9643 | loss на валидации немного шумит после 15-й эпохи.
2025-08-19 | run-582 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=3e-4, batch=64, epochs=20 | val accuracy 0.8398 | ранняя остановка сработала раньше лимита эпох.
2025-08-19 | СОБЫТИЕ | Обнаружена утечка данных: в tabular-credit пересекались train и test по client_id; результаты всех запусков на tabular-credit с 1 по 19 августа недействительны.
2025-08-20 | run-583 | LightGBM | tabular-credit | SGD+momentum, learning_rate=1e-3, batch=256, epochs=20 | val accuracy 0.9448 | ранняя остановка сработала раньше лимита эпох.
2025-08-20 | run-584 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=0.1, batch=64, epochs=20 | val accuracy 0.8496 | ранняя остановка сработала раньше лимита эпох.
2025-08-21 | run-585 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=256, epochs=30 | val accuracy 0.9207 | повторить с другим сидом для оценки разброса.
2025-08-21 | run-586 | MLP-3x256 | cifar10-subset | AdamW, lr=1e-3, batch=64, epochs=30 | val accuracy 0.8788 | ранняя остановка сработала раньше лимита эпох.
2025-08-21 | run-587 | LightGBM | cifar10-subset | AdamW, learning_rate=0.05, batch=128, epochs=50 | val accuracy 0.9348 | повторить с другим сидом для оценки разброса.
2025-08-22 | run-588 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=30 | val accuracy 0.9356 | повторить с другим сидом для оценки разброса.
2025-08-22 | run-589 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=64, epochs=20 | val accuracy 0.8979 | ранняя остановка сработала раньше лимита эпох.
2025-08-25 | run-590 | LightGBM | tabular-credit | SGD+momentum, learning_rate=0.1, batch=256, epochs=20 | val accuracy 0.9501 | ранняя остановка сработала раньше лимита эпох.
2025-08-25 | run-591 | MLP-3x256 | cifar10-subset | AdamW, lr=3e-4, batch=64, epochs=20 | val accuracy 0.9078 | повторить с другим сидом для оценки разброса.
2025-08-25 | run-592 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=256, epochs=50 | val accuracy 0.9283 | повторить с другим сидом для оценки разброса.
2025-08-26 | run-593 | ViT-S/16 | cifar10-subset | SGD+momentum, lr=3e-4, batch=128, epochs=50 | val accuracy 0.817 | время эпохи в норме, узел gpu-07.
2025-08-26 | run-594 | ResNet-18 | digits-aug | AdamW, lr=0.05, batch=256, epochs=30 | val accuracy 0.8863 | памяти GPU хватает с запасом, можно увеличить batch.
2025-08-26 | run-595 | LightGBM | cifar10-subset | AdamW, learning_rate=1e-3, batch=128, epochs=30 | val accuracy 0.9046 | loss на валидации немного шумит после 15-й эпохи.
2025-08-27 | run-596 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=64, epochs=50 | val accuracy 0.9318 | валидация стабильна между эпохами, переобучения не видно.
2025-08-27 | run-597 | MLP-3x256 | tabular-credit | SGD+momentum, lr=5e-4, batch=128, epochs=50 | val accuracy 0.8732 | loss на валидации немного шумит после 15-й эпохи.
2025-08-27 | run-598 | ViT-S/16 | digits-aug | SGD+momentum, lr=5e-4, batch=256, epochs=30 | val accuracy 0.9501 | время эпохи в норме, узел gpu-07.
2025-08-28 | run-599 | MLP-3x256 | digits-aug | SGD+momentum, lr=0.05, batch=64, epochs=50 | val accuracy 0.931 | валидация стабильна между эпохами, переобучения не видно.
2025-08-28 | run-600 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=1e-3, batch=64, epochs=50 | val accuracy 0.9378 | памяти GPU хватает с запасом, можно увеличить batch.
2025-08-29 | run-601 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=3e-4, batch=128, epochs=50 | val accuracy 0.9102 | памяти GPU хватает с запасом, можно увеличить batch.
2025-08-29 | run-602 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=256, epochs=30 | val accuracy 0.8353 | без замечаний, кривые обучения ровные.
2025-08-29 | run-603 | ViT-S/16 | cifar10-subset | AdamW, lr=1e-3, batch=64, epochs=50 | val accuracy 0.861 | время эпохи в норме, узел gpu-07.
2025-09-01 | run-604 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=256, epochs=50 | val accuracy 0.8517 | результат в пределах разброса предыдущих запусков.
2025-09-01 | run-605 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=64, epochs=20 | val accuracy 0.8162 | валидация стабильна между эпохами, переобучения не видно.
2025-09-01 | run-606 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=256, epochs=50 | val accuracy 0.8023 | loss на валидации немного шумит после 15-й эпохи.
2025-09-02 | run-607 | ViT-S/16 | digits-aug | SGD+momentum, lr=0.05, batch=64, epochs=30 | val accuracy 0.8981 | время эпохи в норме, узел gpu-07.
2025-09-02 | run-608 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=256, epochs=50 | val accuracy 0.9355 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-02 | run-609 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.1, batch=128, epochs=50 | val accuracy 0.9347 | валидация стабильна между эпохами, переобучения не видно.
2025-09-03 | run-610 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=0.1, batch=64, epochs=50 | val accuracy 0.8174 | без замечаний, кривые обучения ровные.
2025-09-03 | run-611 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=30 | val accuracy 0.8853 | время эпохи в норме, узел gpu-07.
2025-09-03 | run-612 | LightGBM | digits-aug | SGD+momentum, learning_rate=5e-4, batch=256, epochs=30 | val accuracy 0.8331 | результат в пределах разброса предыдущих запусков.
2025-09-03 | run-613 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=0.1, batch=256, epochs=30 | val accuracy 0.928 | валидация стабильна между эпохами, переобучения не видно.
2025-09-04 | run-614 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=50 | val accuracy 0.9343 | время эпохи в норме, узел gpu-07.
2025-09-04 | run-615 | ViT-S/16 | tabular-credit | SGD+momentum, lr=5e-4, batch=64, epochs=50 | val accuracy 0.8785 | повторить с другим сидом для оценки разброса.
2025-09-04 | run-616 | ResNet-18 | tabular-credit | SGD+momentum, lr=5e-4, batch=256, epochs=30 | val accuracy 0.8094 | повторить с другим сидом для оценки разброса.
2025-09-05 | run-617 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=256, epochs=50 | val accuracy 0.9526 | loss на валидации немного шумит после 15-й эпохи.
2025-09-05 | run-618 | ResNet-18 | tabular-credit | AdamW, lr=0.05, batch=64, epochs=30 | val accuracy 0.9371 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-05 | run-619 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=3e-4, batch=64, epochs=20 | val accuracy 0.8403 | без замечаний, кривые обучения ровные.
2025-09-08 | run-620 | MLP-3x256 | digits-aug | AdamW, lr=5e-4, batch=64, epochs=30 | val accuracy 0.8042 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-08 | run-621 | ViT-S/16 | tabular-credit | AdamW, lr=0.05, batch=128, epochs=20 | val accuracy 0.8927 | повторить с другим сидом для оценки разброса.
2025-09-08 | run-622 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=256, epochs=30 | val accuracy 0.909 | валидация стабильна между эпохами, переобучения не видно.
2025-09-08 | run-623 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=5e-4, batch=64, epochs=50 | val accuracy 0.8552 | время эпохи в норме, узел gpu-07.
2025-09-09 | run-624 | ResNet-18 | tabular-credit | SGD+momentum, lr=1e-3, batch=64, epochs=50 | val accuracy 0.8865 | валидация стабильна между эпохами, переобучения не видно.
2025-09-09 | run-625 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=64, epochs=50 | val accuracy 0.9317 | результат в пределах разброса предыдущих запусков.
2025-09-09 | run-626 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=50 | val accuracy 0.8284 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-09 | run-627 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=1e-3, batch=256, epochs=20 | val accuracy 0.8098 | повторить с другим сидом для оценки разброса.
2025-09-10 | run-628 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=0.1, batch=64, epochs=20 | val accuracy 0.8256 | повторить с другим сидом для оценки разброса.
2025-09-10 | run-629 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=256, epochs=20 | val accuracy 0.8568 | время эпохи в норме, узел gpu-07.
2025-09-10 | run-630 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=256, epochs=50 | val accuracy 0.8142 | loss на валидации немного шумит после 15-й эпохи.
2025-09-11 | run-631 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=64, epochs=20 | val accuracy 0.8416 | повторить с другим сидом для оценки разброса.
2025-09-11 | run-632 | ViT-S/16 | digits-aug | AdamW, lr=5e-4, batch=256, epochs=50 | val accuracy 0.896 | валидация стабильна между эпохами, переобучения не видно.
2025-09-11 | run-633 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=30 | val accuracy 0.8737 | loss на валидации немного шумит после 15-й эпохи.
2025-09-12 | run-634 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=5e-4, batch=64, epochs=30 | val accuracy 0.8739 | loss на валидации немного шумит после 15-й эпохи.
2025-09-12 | run-635 | LightGBM | tabular-credit | AdamW, learning_rate=0.05, batch=64, epochs=20 | val accuracy 0.9595 | результат в пределах разброса предыдущих запусков.
2025-09-15 | run-636 | ViT-S/16 | tabular-credit | AdamW, lr=1e-3, batch=256, epochs=20 | val accuracy 0.8728 | без замечаний, кривые обучения ровные.
2025-09-15 | run-637 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=0.05, batch=256, epochs=50 | val accuracy 0.8005 | время эпохи в норме, узел gpu-07.
2025-09-15 | run-638 | MLP-3x256 | tabular-credit | SGD+momentum, lr=0.1, batch=128, epochs=30 | val accuracy 0.8702 | без замечаний, кривые обучения ровные.
2025-09-15 | run-639 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=1e-3, batch=128, epochs=20 | val accuracy 0.8832 | ранняя остановка сработала раньше лимита эпох.
2025-09-16 | run-640 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=50 | val accuracy 0.8792 | время эпохи в норме, узел gpu-07.
2025-09-16 | run-641 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=3e-4, batch=128, epochs=20 | val accuracy 0.8448 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-16 | run-642 | MLP-3x256 | cifar10-subset | AdamW, lr=3e-4, batch=256, epochs=30 | val accuracy 0.9406 | повторить с другим сидом для оценки разброса.
2025-09-17 | run-643 | ViT-S/16 | tabular-credit | SGD+momentum, lr=5e-4, batch=256, epochs=30 | val accuracy 0.9473 | повторить с другим сидом для оценки разброса.
2025-09-17 | run-644 | ResNet-18 | tabular-credit | SGD+momentum, lr=5e-4, batch=64, epochs=30 | val accuracy 0.8511 | результат в пределах разброса предыдущих запусков.
2025-09-17 | run-645 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=64, epochs=50 | val accuracy 0.9333 | повторить с другим сидом для оценки разброса.
2025-09-18 | run-646 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=256, epochs=30 | val accuracy 0.8869 | валидация стабильна между эпохами, переобучения не видно.
2025-09-18 | run-647 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=3e-4, batch=64, epochs=30 | val accuracy 0.8507 | время эпохи в норме, узел gpu-07.
2025-09-18 | run-648 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8948 | без замечаний, кривые обучения ровные.
2025-09-18 | run-649 | LightGBM | tabular-credit | AdamW, learning_rate=0.05, batch=256, epochs=50 | val accuracy 0.843 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-19 | run-650 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=128, epochs=50 | val accuracy 0.8798 | время эпохи в норме, узел gpu-07.
2025-09-19 | run-651 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=0.1, batch=128, epochs=50 | val accuracy 0.9627 | loss на валидации немного шумит после 15-й эпохи.
2025-09-22 | run-652 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=30 | val accuracy 0.9338 | ранняя остановка сработала раньше лимита эпох.
2025-09-22 | run-653 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=256, epochs=30 | val accuracy 0.8533 | повторить с другим сидом для оценки разброса.
2025-09-22 | run-654 | ResNet-18 | cifar10-subset | AdamW, lr=5e-4, batch=128, epochs=50 | val accuracy 0.8343 | валидация стабильна между эпохами, переобучения не видно.
2025-09-23 | run-655 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=256, epochs=50 | val accuracy 0.8451 | повторить с другим сидом для оценки разброса.
2025-09-23 | run-656 | ViT-S/16 | tabular-credit | SGD+momentum, lr=3e-4, batch=64, epochs=50 | val accuracy 0.9415 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-23 | run-657 | MLP-3x256 | cifar10-subset | AdamW, lr=0.1, batch=256, epochs=30 | val accuracy 0.8599 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-23 | run-658 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=0.1, batch=256, epochs=20 | val accuracy 0.8084 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-24 | run-659 | ResNet-18 | cifar10-subset | SGD+momentum, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8189 | время эпохи в норме, узел gpu-07.
2025-09-24 | run-660 | LightGBM | cifar10-subset | AdamW, learning_rate=0.05, batch=128, epochs=20 | val accuracy 0.8792 | повторить с другим сидом для оценки разброса.
2025-09-24 | run-661 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=0.05, batch=256, epochs=20 | val accuracy 0.8786 | ранняя остановка сработала раньше лимита эпох.
2025-09-24 | run-662 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8288 | результат в пределах разброса предыдущих запусков.
2025-09-25 | run-663 | ViT-S/16 | tabular-credit | SGD+momentum, lr=0.05, batch=128, epochs=50 | val accuracy 0.8315 | повторить с другим сидом для оценки разброса.
2025-09-25 | run-664 | ViT-S/16 | tabular-credit | SGD+momentum, lr=0.05, batch=64, epochs=20 | val accuracy 0.8433 | результат в пределах разброса предыдущих запусков.
2025-09-25 | run-665 | ResNet-18 | digits-aug | SGD+momentum, lr=0.1, batch=128, epochs=30 | val accuracy 0.8456 | время эпохи в норме, узел gpu-07.
2025-09-25 | run-666 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=30 | val accuracy 0.8595 | без замечаний, кривые обучения ровные.
2025-09-26 | run-667 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=64, epochs=50 | val accuracy 0.8547 | ранняя остановка сработала раньше лимита эпох.
2025-09-26 | run-668 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=128, epochs=50 | val accuracy 0.8073 | валидация стабильна между эпохами, переобучения не видно.
2025-09-29 | run-669 | ResNet-18 | digits-aug | AdamW, lr=3e-4, batch=128, epochs=30 | val accuracy 0.8977 | валидация стабильна между эпохами, переобучения не видно.
2025-09-29 | run-670 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=0.1, batch=128, epochs=50 | val accuracy 0.8395 | памяти GPU хватает с запасом, можно увеличить batch.
2025-09-30 | run-671 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=30 | val accuracy 0.9438 | результат в пределах разброса предыдущих запусков.
2025-09-30 | run-672 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=256, epochs=30 | val accuracy 0.8716 | ранняя остановка сработала раньше лимита эпох.
2025-09-30 | run-673 | LightGBM | cifar10-subset | AdamW, learning_rate=0.1, batch=256, epochs=30 | val accuracy 0.9642 | повторить с другим сидом для оценки разброса.
2025-09-30 | run-674 | MLP-3x256 | cifar10-subset | AdamW, lr=5e-4, batch=128, epochs=50 | val accuracy 0.8637 | результат в пределах разброса предыдущих запусков.
2025-10-01 | run-675 | LightGBM | digits-aug | AdamW, learning_rate=1e-3, batch=256, epochs=50 | val accuracy 0.8493 | время эпохи в норме, узел gpu-07.
2025-10-01 | run-676 | LightGBM | digits-aug | SGD+momentum, learning_rate=3e-4, batch=128, epochs=30 | val accuracy 0.9423 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-01 | run-677 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=128, epochs=30 | val accuracy 0.9391 | время эпохи в норме, узел gpu-07.
2025-10-01 | run-678 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8351 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-02 | run-679 | MLP-3x256 | digits-aug | SGD+momentum, lr=0.05, batch=64, epochs=50 | val accuracy 0.9121 | валидация стабильна между эпохами, переобучения не видно.
2025-10-02 | run-680 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=0.05, batch=256, epochs=20 | val accuracy 0.8328 | без замечаний, кривые обучения ровные.
2025-10-02 | run-681 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=128, epochs=50 | val accuracy 0.8067 | без замечаний, кривые обучения ровные.
2025-10-03 | run-682 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=256, epochs=30 | val accuracy 0.9484 | ранняя остановка сработала раньше лимита эпох.
2025-10-03 | run-683 | ViT-S/16 | tabular-credit | AdamW, lr=1e-3, batch=256, epochs=20 | val accuracy 0.8445 | время эпохи в норме, узел gpu-07.
2025-10-06 | run-684 | ResNet-18 | cifar10-subset | SGD+momentum, lr=5e-4, batch=256, epochs=20 | val accuracy 0.8498 | ранняя остановка сработала раньше лимита эпох.
2025-10-06 | run-685 | MLP-3x256 | digits-aug | AdamW, lr=1e-3, batch=64, epochs=50 | val accuracy 0.8276 | ранняя остановка сработала раньше лимита эпох.
2025-10-06 | run-686 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=1e-3, batch=128, epochs=50 | val accuracy 0.9571 | время эпохи в норме, узел gpu-07.
2025-10-07 | run-687 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=64, epochs=50 | val accuracy 0.8273 | валидация стабильна между эпохами, переобучения не видно.
2025-10-07 | run-688 | ResNet-18 | digits-aug | SGD+momentum, lr=5e-4, batch=256, epochs=50 | val accuracy 0.8458 | без замечаний, кривые обучения ровные.
2025-10-07 | run-689 | LightGBM | tabular-credit | AdamW, learning_rate=0.1, batch=64, epochs=20 | val accuracy 0.8966 | результат в пределах разброса предыдущих запусков.
2025-10-08 | run-690 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=256, epochs=20 | val accuracy 0.8061 | повторить с другим сидом для оценки разброса.
2025-10-08 | run-691 | MLP-3x256 | digits-aug | AdamW, lr=5e-4, batch=256, epochs=50 | val accuracy 0.8999 | без замечаний, кривые обучения ровные.
2025-10-09 | run-692 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=256, epochs=50 | val accuracy 0.875 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-09 | run-693 | LightGBM | tabular-credit | AdamW, learning_rate=1e-3, batch=256, epochs=20 | val accuracy 0.9061 | валидация стабильна между эпохами, переобучения не видно.
2025-10-10 | run-694 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=0.1, batch=128, epochs=50 | val accuracy 0.8414 | loss на валидации немного шумит после 15-й эпохи.
2025-10-10 | run-695 | LightGBM | digits-aug | AdamW, learning_rate=0.1, batch=64, epochs=50 | val accuracy 0.9327 | ранняя остановка сработала раньше лимита эпох.
2025-10-10 | run-696 | ResNet-18 | digits-aug | SGD+momentum, lr=0.05, batch=256, epochs=20 | val accuracy 0.9304 | результат в пределах разброса предыдущих запусков.
2025-10-13 | run-697 | MLP-3x256 | tabular-credit | AdamW, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8702 | валидация стабильна между эпохами, переобучения не видно.
2025-10-13 | run-698 | MLP-3x256 | tabular-credit | AdamW, lr=0.1, batch=256, epochs=50 | val accuracy 0.9099 | без замечаний, кривые обучения ровные.
2025-10-13 | run-699 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=64, epochs=50 | val accuracy 0.8914 | время эпохи в норме, узел gpu-07.
2025-10-14 | run-700 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=64, epochs=20 | val accuracy 0.8634 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-14 | run-701 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=256, epochs=50 | val accuracy 0.8707 | без замечаний, кривые обучения ровные.
2025-10-14 | run-702 | ViT-S/16 | tabular-credit | SGD+momentum, lr=3e-4, batch=128, epochs=30 | val accuracy 0.9443 | loss на валидации немного шумит после 15-й эпохи.
2025-10-15 | run-703 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=0.05, batch=128, epochs=30 | val accuracy 0.9443 | loss на валидации немного шумит после 15-й эпохи.
2025-10-15 | run-704 | ViT-S/16 | cifar10-subset | AdamW, lr=0.05, batch=64, epochs=30 | val accuracy 0.9294 | повторить с другим сидом для оценки разброса.
2025-10-15 | run-705 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=128, epochs=30 | val accuracy 0.9642 | ранняя остановка сработала раньше лимита эпох.
2025-10-16 | run-706 | ViT-S/16 | digits-aug | SGD+momentum, lr=1e-3, batch=128, epochs=30 | val accuracy 0.8936 | ранняя остановка сработала раньше лимита эпох.
2025-10-16 | run-707 | ResNet-18 | digits-aug | SGD+momentum, lr=1e-3, batch=128, epochs=20 | val accuracy 0.9099 | без замечаний, кривые обучения ровные.
2025-10-17 | run-708 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=5e-4, batch=64, epochs=20 | val accuracy 0.9222 | ранняя остановка сработала раньше лимита эпох.
2025-10-17 | run-709 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=128, epochs=50 | val accuracy 0.9117 | результат в пределах разброса предыдущих запусков.
2025-10-20 | run-710 | ViT-S/16 | digits-aug | SGD+momentum, lr=1e-3, batch=256, epochs=50 | val accuracy 0.9418 | loss на валидации немного шумит после 15-й эпохи.
2025-10-20 | run-711 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=256, epochs=30 | val accuracy 0.9022 | ранняя остановка сработала раньше лимита эпох.
2025-10-20 | run-712 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=256, epochs=30 | val accuracy 0.8486 | без замечаний, кривые обучения ровные.
2025-10-21 | run-713 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=128, epochs=50 | val accuracy 0.8605 | валидация стабильна между эпохами, переобучения не видно.
2025-10-21 | run-714 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=0.05, batch=256, epochs=20 | val accuracy 0.858 | результат в пределах разброса предыдущих запусков.
2025-10-21 | run-715 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.1, batch=256, epochs=50 | val accuracy 0.8223 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-21 | run-716 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=0.1, batch=256, epochs=50 | val accuracy 0.8964 | результат в пределах разброса предыдущих запусков.
2025-10-22 | run-717 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=5e-4, batch=64, epochs=50 | val accuracy 0.8498 | без замечаний, кривые обучения ровные.
2025-10-22 | run-718 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=128, epochs=50 | val accuracy 0.9598 | время эпохи в норме, узел gpu-07.
2025-10-22 | run-719 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=64, epochs=20 | val accuracy 0.8782 | без замечаний, кривые обучения ровные.
2025-10-22 | run-720 | LightGBM | tabular-credit | AdamW, learning_rate=3e-4, batch=64, epochs=50 | val accuracy 0.8395 | без замечаний, кривые обучения ровные.
2025-10-23 | run-721 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=256, epochs=50 | val accuracy 0.8102 | без замечаний, кривые обучения ровные.
